"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301"
"1",0,0,61,0,0,814,22,29,0,32,0,0,0,10,0,209,31,0,0,0,0,25,0,0,0,2092,3,0,0,9,277,0,0,67,0,0,54,0,94,0,0,9,40,5,0,59,0,10,0,0,1,0,85,0,13,101,0,0,0,72,3,5,0,12,97,0,15,0,0,70,49,6,0,0,0,1,6,0,0,15,1,0,76,0,23,1,0,0,0,193,0,0,0,0,0,0,0,0,0,6,0,1,22,0,0,1,0,80,0,0,76,0,18,13,20,431,0,90,63,29,1,0,0,0,250,1,0,0,0,0,0,0,0,0,38,0,64,0,0,0,1,31,0,7,0,49,1,0,26,0,19,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,1,0,1,119,0,0,0,0,0,0,0,90,202,4,0,0,0,0,23,0,0,0,0,0,0,187,0,0,0,0,0,1,0,0,0,0,0,0,214,209,1,0,0,0,0,0,0,0,12,0,29,22,0,0,72,35,10,0,0,0,125,0,0,0,183,0,1,248,0,0,2,0,0,12,0,0,0,0,4,0,0,0,3,0,0,3,0,0,4,115,2,0,24,46,13,0,0,2,1,0,0,0,62,2,6,0,23,0,0,0,0,0,4,1123,0,0,378,0,0,0,0,0,1,75,0,0,0,0,0,0,2,0,0,146,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,2,779,51,0,0,0,0,0,0,14,0,4,0,2447,0,0,49,0,0,0,0,140,0,0,142,0,1,0,0,0,0,0,0,144,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,67,0,141,0,0,67,0,4,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,112,0,0,0,0,147,12,0,0,0,1,23,0,0,0,0,1,454,0,0,0,0,0,187,346,0,0,0,0,37,0,0,0,11,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,13,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,156,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,30,0,0,0,0,0,0,0,0,0,609,0,0,248,0,0,0,0,0,0,993,0,0,429,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,44,0
"3",0,0,0,0,0,0,28,0,0,0,0,0,16,0,6,0,0,0,0,0,0,27,0,0,0,5032,0,10,66,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,59,0,0,0,0,1279,0,1,0,0,17,0,0,0,0,0,0,41,0,0,2,0,353,0,0,0,0,0,0,0,0,52,0,27,0,4,0,6,2,34,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,25,0,0,2,0,0,78,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,172,4,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,196,78,0,0,0,0,111,0,0,13,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,216,4,0,100,0,0,0,0,0,0,0,0,0,0,18,0,0,120,13,0,0,0,0,0,797,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,382,1,16,0,0,0,0,0,86,1,24,3,0,0,0,0,0,0,0,0,7,0,0,0,1,305,12,30,52,0,0,12,0,0,0,0,0,0,0,15,46,0,19,0,0,0,0,0,0,32,0,0,5,0,5,0,0,0,0,7,0,22,0,0,56,83,0,0,4,0,0,0,0,0,7,0,0,62,0,36,0,0,1,0,147,0,1,12,0,0,0,0,0,13,0,0,2,3,0,0,2,0,62,2,0,18,0,140,0,124,461,0,35,11,29,0,0,0,0,53,0,0,0,0,0,0,541,0,0,0,11,1,0,0,0,5,0,0,3,0,6,15,0,26,0,16,66,0,0,1,0,0,0,242,132,0,0,0,54,0,0,0,0,0,0,0,0,0,0,27,0,0,0,83,6,0,0,4,0,4,20,0,0,0,0,0,33,0,0,0,0,0,0,0,0,299,0,0,186,1188,11,0,0,0,0,0,0,0,0,0,0,225,0,0,5,46,0,0,0,0,0,0,0,111,0,92,0,0,169,0,2,3,0,0,23,0,0,0,0,3,0,0,0,0,0,167,0,31,0,27,3,0,0,4,0,5,0,0,0,0,0,0,0,226,412,0,6,296,0,4,0,0,2,0,1575,0,0,375,1,0,109,0,0,0,0,44,0,0,0,390,25,2,35,0,158,0
"5",0,0,19,3,2,314,1,11,0,0,1,0,0,0,6,7,69,0,0,0,0,151,0,1,0,351,1,0,0,0,0,0,0,60,0,0,53,0,0,1,0,5,0,14,68,0,0,7,0,0,1,0,55,2,9,13,0,15,1,316,0,0,7,0,177,0,364,0,1,61,26,0,1,0,0,0,0,0,217,176,0,3,2,6,0,0,29,0,0,0,0,8,1,0,0,0,0,0,18,0,0,0,3,0,17,0,0,896,0,9,0,0,31,0,25,1072,0,27,40,105,0,0,0,1,111,0,1,3,0,0,0,0,0,57,1,0,1,1,0,21,9,41,0,0,1,6,1,0,0,1,0,0,0,1,1,0,6,0,0,123,0,0,0,386,0,1,0,0,0,0,1,0,0,9,0,0,1,308,635,0,0,0,0,0,1,0,0,0,0,0,1,116,0,13,0,0,0,0,0,0,0,0,0,0,0,82,1,0,1,0,1,0,0,0,25,1,278,1,34,0,82,1,0,0,0,0,0,0,0,3,115,0,0,285,0,0,1,16,0,1,0,0,0,0,0,14,1,0,0,0,0,3,0,0,5,1,5,0,0,6,0,0,0,1,0,0,0,0,3,93,0,25,43,0,0,1,37,1,7,1526,0,0,106,0,0,0,0,0,25,21,0,0,0,0,244,1,92,0,0,89,0
"6",0,0,0,2,0,0,6,1,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,52,0,0,39,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,9,1,0,44,0,0,4,3,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,1,24,0,0,0,0,19,14,0,0,0,0,0,33,0,0,0,0,0,0,0,0,6268,0,129,0,0,0,0,0,4,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,120,19,0,0,0,55,0,0,34,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,31,0,10,0,10,0,0,0,0,0,0,0,0,1011,0,163,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,9,0,0,0,0,0,4,1,0,0,0,94,380,0,0,646,0,0,2,0,0,3,0,0,14,0,7,0,0,0,0,0,0,0,0,0,7,14,1,39,0,1,0,0
"7",0,0,1,1,0,0,1,0,1088,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,736,0,13,0,0,0,0,0,0,68,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,118,1096,0,2,0,0,0,10,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,104,0,0,0,0,0,0,30,0,191,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2473,0,0,0,1,0,7,2113,0,0,0,0,0,0,0,0,0,6,0,0,0,1,49,2,0,0,0,148,8
"8",0,5,58,0,15,471,0,0,0,0,0,0,0,0,2,22,9,0,0,0,0,8,0,0,0,3398,0,0,5,6,38,0,2,0,0,0,0,0,0,5,0,23,0,0,0,0,36,34,0,42,13,1,0,2,24,61,0,3,0,0,0,0,0,1,0,0,0,13,0,151,0,0,0,0,221,88,0,0,0,144,0,0,349,19,0,0,0,0,0,0,0,5,0,0,0,44,10,0,0,2,3,0,0,0,0,0,0,536,0,31,23,0,6,2,81,511,9,21,69,28,0,34,0,0,34,0,0,6,0,0,3,0,0,0,1,0,1,0,0,20,6,0,0,1,3,0,4,23,12,27,3,0,33,1,1,0,3,0,14,0,0,0,0,813,0,0,0,0,0,0,1,0,0,0,0,4,0,0,411,2,0,0,0,0,8,0,0,0,0,0,18,38,2,0,0,0,0,3,0,0,0,0,0,0,0,18,2,0,0,2,0,0,0,0,0,0,15,0,0,0,0,47,0,0,0,0,0,0,0,26,0,0,0,11,0,0,4,4,0,1,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,8,11,1,0,0,5,0,0,1,17,1,0,0,5,740,0,20,40,0,0,0,0,0,0,16,0,0,124,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,100,0
"9",0,2,0,0,0,0,24,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,2,0,997,0,0,7,14,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,121,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,31,0,0,0,0,0,1773,0,0,0,0,8,61,0,0,0,0,181,0,0,0,0,22,0,0,0,0,0,0,10,214,0,0,0,0,9,0,0,0,452,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,16,0,0,0,0,2,0,0,0,71,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,118,31,0,0,44,0,0,0,3,0,0,0,0,0,3324,0,0,683,0,0,0,0,0,0,195,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"10",0,0,0,0,0,495,3,1,0,0,0,0,0,0,89,104,0,0,0,48,2,150,0,2,0,81,0,0,61,0,0,1,1,47,0,0,0,0,0,0,0,0,2,32,0,0,0,14,0,57,19,0,64,0,29,0,0,12,0,79,0,1,0,0,4,1,0,0,5,468,66,0,0,9,0,0,0,0,0,0,0,0,0,24,3,4,1,1,0,643,34,47,3,4,2,131,0,4,3,162,1,0,0,0,26,0,3,35,0,0,0,0,0,6,27,532,9,0,0,191,0,0,0,28,0,4,0,0,2,4,21,1,0,0,0,0,2,0,2,18,6,223,0,0,0,0,24,0,55,0,45,1,0,0,1,0,0,4,8,25,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,156,4,0,3,0,11,4,8,0,0,0,0,0,0,335,2,19,0,0,0,0,0,0,0,0,0,2,0,110,0,0,0,0,0,4,5,0,4,0,0,4,0,3,0,54,0,0,1,2,20,0,1,2,79,0,0,142,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,47,1,0,47,0,7,75,8,0,9,4,1,0,0,3,0,0,0,0,0,1235,0,34,866,0,2,0,0,0,2,478,0,0,856,0,0,0,0,0,1,133,52,0,0,0,146,0,44,40,0,158,0
"11",0,0,178,0,0,909,0,0,0,0,0,0,0,1,1,37,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,0,0,58,0,0,83,0,211,0,0,0,0,33,29,1,0,31,0,0,4,0,166,0,59,0,0,0,0,0,0,0,0,0,3,0,37,0,0,109,40,0,0,0,1,0,0,0,0,22,0,0,0,14,1,0,0,0,0,40,56,0,21,0,0,0,0,0,3,2,4,1,0,0,0,0,0,1184,0,4,0,0,174,236,0,1757,4,63,122,41,0,53,0,9,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,76,6,0,0,0,0,0,0,0,7,17,30,0,0,0,0,0,2,58,0,0,13,328,0,0,0,0,0,0,4,0,23,0,0,0,0,31,14,0,0,0,0,1,0,0,0,0,8,0,0,47,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,6,0,80,25,0,4,0,0,0,27,0,19,0,0,98,0,0,0,0,45,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,13,7,0,0,0,3,113,0,0,0,5,40,0,0,675,13,0,0,0,0,0,1720,0,0,256,0,0,0,71,0,3,12,0,0,0,36,0,0,5,0,2,65,2
